Time, IP-address, port, IP-address, port, num, rand, bytes, Throughput
20220706190339,192.168.1.2,39634,192.168.1.3,5001,1,41.0-42.0,140308816,1122470528
20220706190340,192.168.1.2,39634,192.168.1.3,5001,1,42.0-43.0,155570576,1244564608
20220706190341,192.168.1.2,39634,192.168.1.3,5001,1,43.0-44.0,128190652,1025525216
20220706190342,192.168.1.2,39634,192.168.1.3,5001,1,44.0-45.0,118715800,949726400
20220706190343,192.168.1.2,39634,192.168.1.3,5001,1,45.0-46.0,120169216,961353728
20220706190344,192.168.1.2,39634,192.168.1.3,5001,1,46.0-47.0,122518352,980146816
20220706190345,192.168.1.2,39634,192.168.1.3,5001,1,47.0-48.0,114304760,914438080
20220706190346,192.168.1.2,39634,192.168.1.3,5001,1,48.0-49.0,98082508,784660064
20220706190347,192.168.1.2,39634,192.168.1.3,5001,1,49.0-50.0,133012916,1064103328
20220706190348,192.168.1.2,39634,192.168.1.3,5001,1,50.0-51.0,121950760,975606080
20220706190349,192.168.1.2,39634,192.168.1.3,5001,1,51.0-52.0,152124676,1216997408
20220706190350,192.168.1.2,39634,192.168.1.3,5001,1,52.0-53.0,160894308,1287154464
20220706190351,192.168.1.2,39634,192.168.1.3,5001,1,53.0-54.0,138770588,1110164704
20220706190352,192.168.1.2,39634,192.168.1.3,5001,1,54.0-55.0,129603732,1036829856
20220706190353,192.168.1.2,39634,192.168.1.3,5001,1,55.0-56.0,124819424,998555392
20220706190354,192.168.1.2,39634,192.168.1.3,5001,1,56.0-57.0,119384568,955076544
20220706190355,192.168.1.2,39634,192.168.1.3,5001,1,57.0-58.0,126724732,1013797856
20220706190356,192.168.1.2,39634,192.168.1.3,5001,1,58.0-59.0,143257460,1146059680
20220706190357,192.168.1.2,39634,192.168.1.3,5001,1,59.0-60.0,126482460,1011859680
20220706190358,192.168.1.2,39634,192.168.1.3,5001,1,60.0-61.0,132890880,1063127040
20220706190359,192.168.1.2,39634,192.168.1.3,5001,1,61.0-62.0,115905396,927243168
20220706190400,192.168.1.2,39634,192.168.1.3,5001,1,62.0-63.0,110876484,887011872
20220706190401,192.168.1.2,39634,192.168.1.3,5001,1,63.0-64.0,142616960,1140935680
20220706190402,192.168.1.2,39634,192.168.1.3,5001,1,64.0-65.0,147285348,1178282784
20220706190403,192.168.1.2,39634,192.168.1.3,5001,1,65.0-66.0,114858092,918864736
20220706190404,192.168.1.2,39634,192.168.1.3,5001,1,66.0-67.0,118421200,947369600
20220706190405,192.168.1.2,39634,192.168.1.3,5001,1,67.0-68.0,128634416,1029075328
20220706190406,192.168.1.2,39634,192.168.1.3,5001,1,68.0-69.0,43056076,344448608
20220706190407,192.168.1.2,39634,192.168.1.3,5001,1,69.0-70.0,121641200,973129600
20220706190408,192.168.1.2,39634,192.168.1.3,5001,1,70.0-71.0,118803736,950429888
20220706190409,192.168.1.2,39634,192.168.1.3,5001,1,71.0-72.0,97352792,778822336
20220706190410,192.168.1.2,39634,192.168.1.3,5001,1,72.0-73.0,108495344,867962752
20220706190411,192.168.1.2,39634,192.168.1.3,5001,1,73.0-74.0,117696028,941568224
20220706190412,192.168.1.2,39634,192.168.1.3,5001,1,74.0-75.0,117984116,943872928
20220706190413,192.168.1.2,39634,192.168.1.3,5001,1,75.0-76.0,142716192,1141729536
20220706190414,192.168.1.2,39634,192.168.1.3,5001,1,76.0-77.0,143622556,1148980448
20220706190415,192.168.1.2,39634,192.168.1.3,5001,1,77.0-78.0,138805892,1110447136
20220706190416,192.168.1.2,39634,192.168.1.3,5001,1,78.0-79.0,128475764,1027806112
20220706190417,192.168.1.2,39634,192.168.1.3,5001,1,79.0-80.0,126498468,1011987744
20220706190418,192.168.1.2,39634,192.168.1.3,5001,1,80.0-81.0,126418176,1011345408
20220706190419,192.168.1.2,39634,192.168.1.3,5001,1,81.0-82.0,121019652,968157216
20220706190420,192.168.1.2,39634,192.168.1.3,5001,1,82.0-83.0,109383892,875071136
20220706190421,192.168.1.2,39634,192.168.1.3,5001,1,83.0-84.0,96904068,775232544
20220706190422,192.168.1.2,39634,192.168.1.3,5001,1,84.0-85.0,99334932,794679456
20220706190423,192.168.1.2,39634,192.168.1.3,5001,1,85.0-86.0,100169176,801353408
20220706190424,192.168.1.2,39634,192.168.1.3,5001,1,86.0-87.0,112225644,897805152
20220706190425,192.168.1.2,39634,192.168.1.3,5001,1,87.0-88.0,100089200,800713600
20220706190426,192.168.1.2,39634,192.168.1.3,5001,1,88.0-89.0,110936016,887488128
20220706190427,192.168.1.2,39634,192.168.1.3,5001,1,89.0-90.0,120443600,963548800
20220706190428,192.168.1.2,39634,192.168.1.3,5001,1,90.0-91.0,109585476,876683808
20220706190429,192.168.1.2,39634,192.168.1.3,5001,1,91.0-92.0,119439772,955518176
20220706190430,192.168.1.2,39634,192.168.1.3,5001,1,92.0-93.0,106587916,852703328
20220706190431,192.168.1.2,39634,192.168.1.3,5001,1,93.0-94.0,137611032,1100888256
20220706190432,192.168.1.2,39634,192.168.1.3,5001,1,94.0-95.0,100771240,806169920
20220706190433,192.168.1.2,39634,192.168.1.3,5001,1,95.0-96.0,121470880,971767040
20220706190434,192.168.1.2,39634,192.168.1.3,5001,1,96.0-97.0,112115868,896926944
20220706190435,192.168.1.2,39634,192.168.1.3,5001,1,97.0-98.0,112847664,902781312
20220706190436,192.168.1.2,39634,192.168.1.3,5001,1,98.0-99.0,115610460,924883680
20220706190437,192.168.1.2,39634,192.168.1.3,5001,1,99.0-100.0,114560952,916487616
20220706190438,192.168.1.2,39634,192.168.1.3,5001,1,100.0-101.0,124825936,998607488
20220706190439,192.168.1.2,39634,192.168.1.3,5001,1,101.0-102.0,120216084,961728672
20220706190440,192.168.1.2,39634,192.168.1.3,5001,1,102.0-103.0,113061420,904491360
20220706190441,192.168.1.2,39634,192.168.1.3,5001,1,103.0-104.0,119317064,954536512
20220706190442,192.168.1.2,39634,192.168.1.3,5001,1,104.0-105.0,102847884,822783072
20220706190443,192.168.1.2,39634,192.168.1.3,5001,1,105.0-106.0,103348476,826787808
20220706190444,192.168.1.2,39634,192.168.1.3,5001,1,106.0-107.0,116904888,935239104
20220706190445,192.168.1.2,39634,192.168.1.3,5001,1,107.0-108.0,112092764,896742112
20220706190446,192.168.1.2,39634,192.168.1.3,5001,1,108.0-109.0,118004880,944039040
20220706190447,192.168.1.2,39634,192.168.1.3,5001,1,109.0-110.0,121652220,973217760
20220706190448,192.168.1.2,39634,192.168.1.3,5001,1,110.0-111.0,124238724,993909792
20220706190449,192.168.1.2,39634,192.168.1.3,5001,1,111.0-112.0,112467444,899739552
20220706190450,192.168.1.2,39634,192.168.1.3,5001,1,112.0-113.0,123468904,987751232
20220706190451,192.168.1.2,39634,192.168.1.3,5001,1,113.0-114.0,124665948,997327584
20220706190452,192.168.1.2,39634,192.168.1.3,5001,1,114.0-115.0,111166668,889333344
20220706190453,192.168.1.2,39634,192.168.1.3,5001,1,115.0-116.0,126177328,1009418624
20220706190454,192.168.1.2,39634,192.168.1.3,5001,1,116.0-117.0,120035396,960283168
20220706190455,192.168.1.2,39634,192.168.1.3,5001,1,117.0-118.0,107854480,862835840
20220706190456,192.168.1.2,39634,192.168.1.3,5001,1,118.0-119.0,123213476,985707808
20220706190457,192.168.1.2,39634,192.168.1.3,5001,1,119.0-120.0,120396140,963169120
20220706190458,192.168.1.2,39634,192.168.1.3,5001,1,120.0-121.0,127357088,1018856704
20220706190459,192.168.1.2,39634,192.168.1.3,5001,1,121.0-122.0,115812812,926502496
20220706190500,192.168.1.2,39634,192.168.1.3,5001,1,122.0-123.0,143788876,1150311008
20220706190501,192.168.1.2,39634,192.168.1.3,5001,1,123.0-124.0,139808000,1118464000
20220706190502,192.168.1.2,39634,192.168.1.3,5001,1,124.0-125.0,110884128,887073024
20220706190503,192.168.1.2,39634,192.168.1.3,5001,1,125.0-126.0,129835352,1038682816
20220706190504,192.168.1.2,39634,192.168.1.3,5001,1,126.0-127.0,90384728,723077824
20220706190505,192.168.1.2,39634,192.168.1.3,5001,1,127.0-128.0,104485628,835885024
20220706190506,192.168.1.2,39634,192.168.1.3,5001,1,128.0-129.0,126752808,1014022464
20220706190507,192.168.1.2,39634,192.168.1.3,5001,1,129.0-130.0,182835152,1462681216
20220706190508,192.168.1.2,39634,192.168.1.3,5001,1,130.0-131.0,133344960,1066759680
20220706190509,192.168.1.2,39634,192.168.1.3,5001,1,131.0-132.0,99451268,795610144
20220706190510,192.168.1.2,39634,192.168.1.3,5001,1,132.0-133.0,115600184,924801472
20220706190511,192.168.1.2,39634,192.168.1.3,5001,1,133.0-134.0,112570976,900567808
20220706190512,192.168.1.2,39634,192.168.1.3,5001,1,134.0-135.0,145030140,1160241120
20220706190513,192.168.1.2,39634,192.168.1.3,5001,1,135.0-136.0,126528304,1012226432
20220706190514,192.168.1.2,39634,192.168.1.3,5001,1,136.0-137.0,109337064,874696512
20220706190515,192.168.1.2,39634,192.168.1.3,5001,1,137.0-138.0,168923580,1351388640
20220706190516,192.168.1.2,39634,192.168.1.3,5001,1,138.0-139.0,171087860,1368702880
20220706190517,192.168.1.2,39634,192.168.1.3,5001,1,139.0-140.0,173326040,1386608320
20220706190518,192.168.1.2,39634,192.168.1.3,5001,1,140.0-141.0,158716132,1269729056
20220706190519,192.168.1.2,39634,192.168.1.3,5001,1,141.0-142.0,136808260,1094466080
20220706190520,192.168.1.2,39634,192.168.1.3,5001,1,142.0-143.0,134655752,1077246016
20220706190521,192.168.1.2,39634,192.168.1.3,5001,1,143.0-144.0,102137156,817097248
20220706190522,192.168.1.2,39634,192.168.1.3,5001,1,144.0-145.0,104177216,833417728
20220706190523,192.168.1.2,39634,192.168.1.3,5001,1,145.0-146.0,102671312,821370496
20220706190524,192.168.1.2,39634,192.168.1.3,5001,1,146.0-147.0,100294492,802355936
20220706190525,192.168.1.2,39634,192.168.1.3,5001,1,147.0-148.0,100070164,800561312
20220706190526,192.168.1.2,39634,192.168.1.3,5001,1,148.0-149.0,118301920,946415360
20220706190527,192.168.1.2,39634,192.168.1.3,5001,1,149.0-150.0,167039632,1336317056
20220706190528,192.168.1.2,39634,192.168.1.3,5001,1,150.0-151.0,80635184,645081472
20220706190529,192.168.1.2,39634,192.168.1.3,5001,1,151.0-152.0,88333264,706666112
20220706190530,192.168.1.2,39634,192.168.1.3,5001,1,152.0-153.0,102090516,816724128
20220706190531,192.168.1.2,39634,192.168.1.3,5001,1,153.0-154.0,76683136,613465088
20220706190532,192.168.1.2,39634,192.168.1.3,5001,1,154.0-155.0,70404128,563233024
20220706190533,192.168.1.2,39634,192.168.1.3,5001,1,155.0-156.0,86280928,690247424
20220706190534,192.168.1.2,39634,192.168.1.3,5001,1,156.0-157.0,83970476,671763808
20220706190535,192.168.1.2,39634,192.168.1.3,5001,1,157.0-158.0,81320352,650562816
20220706190536,192.168.1.2,39634,192.168.1.3,5001,1,158.0-159.0,91021292,728170336
20220706190537,192.168.1.2,39634,192.168.1.3,5001,1,159.0-160.0,138683772,1109470176
20220706190538,192.168.1.2,39634,192.168.1.3,5001,1,160.0-161.0,147218380,1177747040
20220706190539,192.168.1.2,39634,192.168.1.3,5001,1,161.0-162.0,88596260,708770080
20220706190540,192.168.1.2,39634,192.168.1.3,5001,1,162.0-163.0,103499940,827999520
20220706190541,192.168.1.2,39634,192.168.1.3,5001,1,163.0-164.0,87626080,701008640
20220706190542,192.168.1.2,39634,192.168.1.3,5001,1,164.0-165.0,84218456,673747648
20220706190543,192.168.1.2,39634,192.168.1.3,5001,1,165.0-166.0,95390000,763120000
20220706190544,192.168.1.2,39634,192.168.1.3,5001,1,166.0-167.0,94420876,755367008
20220706190545,192.168.1.2,39634,192.168.1.3,5001,1,167.0-168.0,104316068,834528544
20220706190546,192.168.1.2,39634,192.168.1.3,5001,1,168.0-169.0,94685224,757481792
20220706190547,192.168.1.2,39634,192.168.1.3,5001,1,169.0-170.0,94592856,756742848
20220706190548,192.168.1.2,39634,192.168.1.3,5001,1,170.0-171.0,90269336,722154688
20220706190549,192.168.1.2,39634,192.168.1.3,5001,1,171.0-172.0,83150828,665206624
20220706190550,192.168.1.2,39634,192.168.1.3,5001,1,172.0-173.0,98177784,785422272
20220706190551,192.168.1.2,39634,192.168.1.3,5001,1,173.0-174.0,109316748,874533984
20220706190552,192.168.1.2,39634,192.168.1.3,5001,1,174.0-175.0,103319844,826558752
20220706190553,192.168.1.2,39634,192.168.1.3,5001,1,175.0-176.0,83599392,668795136
20220706190554,192.168.1.2,39634,192.168.1.3,5001,1,176.0-177.0,77361300,618890400
20220706190555,192.168.1.2,39634,192.168.1.3,5001,1,177.0-178.0,78966556,631732448
20220706190556,192.168.1.2,39634,192.168.1.3,5001,1,178.0-179.0,92618788,740950304
20220706190557,192.168.1.2,39634,192.168.1.3,5001,1,179.0-180.0,72899396,583195168
20220706190558,192.168.1.2,39634,192.168.1.3,5001,1,180.0-181.0,87663328,701306624
20220706190559,192.168.1.2,39634,192.168.1.3,5001,1,181.0-182.0,101989424,815915392
20220706190600,192.168.1.2,39634,192.168.1.3,5001,1,182.0-183.0,106268324,850146592
20220706190601,192.168.1.2,39634,192.168.1.3,5001,1,183.0-184.0,97244740,777957920
20220706190602,192.168.1.2,39634,192.168.1.3,5001,1,184.0-185.0,91373280,730986240
20220706190603,192.168.1.2,39634,192.168.1.3,5001,1,185.0-186.0,101586712,812693696
20220706190604,192.168.1.2,39634,192.168.1.3,5001,1,186.0-187.0,46874964,374999712
20220706190605,192.168.1.2,39634,192.168.1.3,5001,1,187.0-188.0,73381948,587055584
20220706190606,192.168.1.2,39634,192.168.1.3,5001,1,188.0-189.0,104942372,839538976
20220706190607,192.168.1.2,39634,192.168.1.3,5001,1,189.0-190.0,100876180,807009440
20220706190608,192.168.1.2,39634,192.168.1.3,5001,1,190.0-191.0,103426776,827414208
20220706190609,192.168.1.2,39634,192.168.1.3,5001,1,191.0-192.0,83733472,669867776
20220706190610,192.168.1.2,39634,192.168.1.3,5001,1,192.0-193.0,93401380,747211040
20220706190611,192.168.1.2,39634,192.168.1.3,5001,1,193.0-194.0,9159712,73277696
20220706190612,192.168.1.2,39634,192.168.1.3,5001,1,194.0-195.0,60351460,482811680
20220706190613,192.168.1.2,39634,192.168.1.3,5001,1,195.0-196.0,113275348,906202784
20220706190614,192.168.1.2,39634,192.168.1.3,5001,1,196.0-197.0,99048640,792389120
20220706190615,192.168.1.2,39634,192.168.1.3,5001,1,197.0-198.0,105371224,842969792
20220706190616,192.168.1.2,39634,192.168.1.3,5001,1,198.0-199.0,76169308,609354464
20220706190617,192.168.1.2,39634,192.168.1.3,5001,1,199.0-200.0,148858768,1190870144
20220706190618,192.168.1.2,39634,192.168.1.3,5001,1,200.0-201.0,111561728,892493824
20220706190619,192.168.1.2,39634,192.168.1.3,5001,1,201.0-202.0,114089128,912713024
20220706190620,192.168.1.2,39634,192.168.1.3,5001,1,202.0-203.0,104430012,835440096
20220706190621,192.168.1.2,39634,192.168.1.3,5001,1,203.0-204.0,117173708,937389664
20220706190622,192.168.1.2,39634,192.168.1.3,5001,1,204.0-205.0,108701612,869612896
20220706190623,192.168.1.2,39634,192.168.1.3,5001,1,205.0-206.0,76478104,611824832
20220706190624,192.168.1.2,39634,192.168.1.3,5001,1,206.0-207.0,113316212,906529696
20220706190625,192.168.1.2,39634,192.168.1.3,5001,1,207.0-208.0,98503564,788028512
20220706190626,192.168.1.2,39634,192.168.1.3,5001,1,208.0-209.0,112584336,900674688
20220706190627,192.168.1.2,39634,192.168.1.3,5001,1,209.0-210.0,94408228,755265824
20220706190628,192.168.1.2,39634,192.168.1.3,5001,1,210.0-211.0,102355048,818840384
20220706190629,192.168.1.2,39634,192.168.1.3,5001,1,211.0-212.0,99999928,799999424
20220706190630,192.168.1.2,39634,192.168.1.3,5001,1,212.0-213.0,113213748,905709984
20220706190631,192.168.1.2,39634,192.168.1.3,5001,1,213.0-214.0,135014992,1080119936
20220706190632,192.168.1.2,39634,192.168.1.3,5001,1,214.0-215.0,136437848,1091502784
20220706190633,192.168.1.2,39634,192.168.1.3,5001,1,215.0-216.0,170251216,1362009728
20220706190634,192.168.1.2,39634,192.168.1.3,5001,1,216.0-217.0,165381716,1323053728
20220706190635,192.168.1.2,39634,192.168.1.3,5001,1,217.0-218.0,175726412,1405811296
20220706190636,192.168.1.2,39634,192.168.1.3,5001,1,218.0-219.0,157911928,1263295424
20220706190637,192.168.1.2,39634,192.168.1.3,5001,1,219.0-220.0,152589724,1220717792
20220706190638,192.168.1.2,39634,192.168.1.3,5001,1,220.0-221.0,161613292,1292906336
20220706190639,192.168.1.2,39634,192.168.1.3,5001,1,221.0-222.0,116378056,931024448
20220706190640,192.168.1.2,39634,192.168.1.3,5001,1,222.0-223.0,103689136,829513088
20220706190641,192.168.1.2,39634,192.168.1.3,5001,1,223.0-224.0,136660948,1093287584
20220706190642,192.168.1.2,39634,192.168.1.3,5001,1,224.0-225.0,95047104,760376832
20220706190643,192.168.1.2,39634,192.168.1.3,5001,1,225.0-226.0,97927748,783421984
20220706190644,192.168.1.2,39634,192.168.1.3,5001,1,226.0-227.0,96415564,771324512
20220706190645,192.168.1.2,39634,192.168.1.3,5001,1,227.0-228.0,81273828,650190624
20220706190646,192.168.1.2,39634,192.168.1.3,5001,1,228.0-229.0,79202376,633619008
20220706190647,192.168.1.2,39634,192.168.1.3,5001,1,229.0-230.0,85215536,681724288
20220706190648,192.168.1.2,39634,192.168.1.3,5001,1,230.0-231.0,69393644,555149152
20220706190649,192.168.1.2,39634,192.168.1.3,5001,1,231.0-232.0,89623572,716988576
20220706190650,192.168.1.2,39634,192.168.1.3,5001,1,232.0-233.0,103150116,825200928
20220706190651,192.168.1.2,39634,192.168.1.3,5001,1,233.0-234.0,92754312,742034496
20220706190652,192.168.1.2,39634,192.168.1.3,5001,1,234.0-235.0,91387704,731101632
20220706190653,192.168.1.2,39634,192.168.1.3,5001,1,235.0-236.0,96629812,773038496
20220706190654,192.168.1.2,39634,192.168.1.3,5001,1,236.0-237.0,96526488,772211904
20220706190655,192.168.1.2,39634,192.168.1.3,5001,1,237.0-238.0,68499180,547993440
20220706190656,192.168.1.2,39634,192.168.1.3,5001,1,238.0-239.0,111050184,888401472
20220706190657,192.168.1.2,39634,192.168.1.3,5001,1,239.0-240.0,105486436,843891488
20220706190658,192.168.1.2,39634,192.168.1.3,5001,1,240.0-241.0,106486308,851890464
20220706190659,192.168.1.2,39634,192.168.1.3,5001,1,241.0-242.0,95051084,760408672
20220706190700,192.168.1.2,39634,192.168.1.3,5001,1,242.0-243.0,125448972,1003591776
20220706190701,192.168.1.2,39634,192.168.1.3,5001,1,243.0-244.0,125387300,1003098400
20220706190702,192.168.1.2,39634,192.168.1.3,5001,1,244.0-245.0,126384240,1011073920
20220706190703,192.168.1.2,39634,192.168.1.3,5001,1,245.0-246.0,116141588,929132704
20220706190704,192.168.1.2,39634,192.168.1.3,5001,1,246.0-247.0,104809548,838476384
20220706190705,192.168.1.2,39634,192.168.1.3,5001,1,247.0-248.0,88556428,708451424
20220706190706,192.168.1.2,39634,192.168.1.3,5001,1,248.0-249.0,91681324,733450592
20220706190707,192.168.1.2,39634,192.168.1.3,5001,1,249.0-250.0,148640008,1189120064
20220706190708,192.168.1.2,39634,192.168.1.3,5001,1,250.0-251.0,100747324,805978592
20220706190709,192.168.1.2,39634,192.168.1.3,5001,1,251.0-252.0,100140488,801123904
20220706190710,192.168.1.2,39634,192.168.1.3,5001,1,252.0-253.0,90966024,727728192
20220706190711,192.168.1.2,39634,192.168.1.3,5001,1,253.0-254.0,72507288,580058304
20220706190712,192.168.1.2,39634,192.168.1.3,5001,1,254.0-255.0,57528448,460227584
20220706190713,192.168.1.2,39634,192.168.1.3,5001,1,255.0-256.0,79384260,635074080
20220706190714,192.168.1.2,39634,192.168.1.3,5001,1,256.0-257.0,70209928,561679424
20220706190715,192.168.1.2,39634,192.168.1.3,5001,1,257.0-258.0,84239740,673917920
20220706190716,192.168.1.2,39634,192.168.1.3,5001,1,258.0-259.0,88923904,711391232
20220706190717,192.168.1.2,39634,192.168.1.3,5001,1,259.0-260.0,92617572,740940576
20220706190718,192.168.1.2,39634,192.168.1.3,5001,1,260.0-261.0,82806716,662453728
20220706190719,192.168.1.2,39634,192.168.1.3,5001,1,261.0-262.0,72359520,578876160
20220706190720,192.168.1.2,39634,192.168.1.3,5001,1,262.0-263.0,73728132,589825056
20220706190721,192.168.1.2,39634,192.168.1.3,5001,1,263.0-264.0,104376208,835009664
20220706190722,192.168.1.2,39634,192.168.1.3,5001,1,264.0-265.0,89416896,715335168
20220706190723,192.168.1.2,39634,192.168.1.3,5001,1,265.0-266.0,94385164,755081312
20220706190724,192.168.1.2,39634,192.168.1.3,5001,1,266.0-267.0,106102212,848817696
20220706190725,192.168.1.2,39634,192.168.1.3,5001,1,267.0-268.0,77304772,618438176
20220706190726,192.168.1.2,39634,192.168.1.3,5001,1,268.0-269.0,108088316,864706528
20220706190727,192.168.1.2,39634,192.168.1.3,5001,1,269.0-270.0,84477644,675821152
20220706190728,192.168.1.2,39634,192.168.1.3,5001,1,270.0-271.0,43144868,345158944
20220706190729,192.168.1.2,39634,192.168.1.3,5001,1,271.0-272.0,115268956,922151648
20220706190730,192.168.1.2,39634,192.168.1.3,5001,1,272.0-273.0,107771424,862171392
20220706190731,192.168.1.2,39634,192.168.1.3,5001,1,273.0-274.0,109444696,875557568
20220706190732,192.168.1.2,39634,192.168.1.3,5001,1,274.0-275.0,87884308,703074464
20220706190733,192.168.1.2,39634,192.168.1.3,5001,1,275.0-276.0,110838140,886705120
20220706190734,192.168.1.2,39634,192.168.1.3,5001,1,276.0-277.0,106017784,848142272
20220706190735,192.168.1.2,39634,192.168.1.3,5001,1,277.0-278.0,107815132,862521056
20220706190736,192.168.1.2,39634,192.168.1.3,5001,1,278.0-279.0,108433920,867471360
20220706190737,192.168.1.2,39634,192.168.1.3,5001,1,279.0-280.0,121646764,973174112
20220706190738,192.168.1.2,39634,192.168.1.3,5001,1,280.0-281.0,120436700,963493600
20220706190739,192.168.1.2,39634,192.168.1.3,5001,1,281.0-282.0,136109844,1088878752
20220706190740,192.168.1.2,39634,192.168.1.3,5001,1,282.0-283.0,144059552,1152476416
20220706190741,192.168.1.2,39634,192.168.1.3,5001,1,283.0-284.0,170164740,1361317920
20220706190742,192.168.1.2,39634,192.168.1.3,5001,1,284.0-285.0,130019440,1040155520
20220706190743,192.168.1.2,39634,192.168.1.3,5001,1,285.0-286.0,114444168,915553344
20220706190744,192.168.1.2,39634,192.168.1.3,5001,1,286.0-287.0,134110580,1072884640
20220706190745,192.168.1.2,39634,192.168.1.3,5001,1,287.0-288.0,123832056,990656448
20220706190746,192.168.1.2,39634,192.168.1.3,5001,1,288.0-289.0,140749288,1125994304
20220706190747,192.168.1.2,39634,192.168.1.3,5001,1,289.0-290.0,110950252,887602016
20220706190748,192.168.1.2,39634,192.168.1.3,5001,1,290.0-291.0,140074748,1120597984
20220706190749,192.168.1.2,39634,192.168.1.3,5001,1,291.0-292.0,99998112,799984896
20220706190750,192.168.1.2,39634,192.168.1.3,5001,1,292.0-293.0,92316680,738533440
20220706190751,192.168.1.2,39634,192.168.1.3,5001,1,293.0-294.0,154500056,1236000448
20220706190752,192.168.1.2,39634,192.168.1.3,5001,1,294.0-295.0,176782536,1414260288
20220706190753,192.168.1.2,39634,192.168.1.3,5001,1,295.0-296.0,135320316,1082562528
20220706190754,192.168.1.2,39634,192.168.1.3,5001,1,296.0-297.0,88380324,707042592
20220706190755,192.168.1.2,39634,192.168.1.3,5001,1,297.0-298.0,139050440,1112403520
20220706190756,192.168.1.2,39634,192.168.1.3,5001,1,298.0-299.0,131499664,1051997312
20220706190757,192.168.1.2,39634,192.168.1.3,5001,1,299.0-300.0,109907764,879262112
